product_url,product_id,product_name,product_price,product_old_price,product_discount,product_brand,product_category,product_image,image_width,image_height,shipping_type,rating_percent,num_of_ratings
https://www.jumia.com.ng/xiaomi-poco-x3-pro-6gb-128gb-48mp8mp2mp2mp5160-mah-selfie-20mp-snapdragon-860-corning-gorilla-glass-6-frost-blue-77034777.html,XI363MP1AAAXXNAFAMZ,"Poco X3 Pro 6GB 128GB, 48MP+8MP+2MP+2MP,5160 Mah, Selfie - 20MP Snapdragon 860, Corning Gorilla Glass 6 -Frost Blue",136000,170000,20%,XIAOMI,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/77/743077/1.jpg?8065,208,208,,94%,4.7 out of 5(83)
https://www.jumia.com.ng/samsung-galaxy-a12a125fds-6.5-48mp-camera-464gb-memory-5000mah-battery-fingerprint-4g-lte-black-70308383.html,SA948MP0MUMFNNAFAMZ,"Galaxy A12(A125F/DS)- 6.5"" 48MP Camera, 4/64GB Memory, 5000maH Battery, Fingerprint, 4G LTE - BLACK",83590,90000,7%,Samsung,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/380307/1.jpg?9098,208,208,,91.99999999999999%,4.6 out of 5(148)
https://www.jumia.com.ng/note-10-pro-x695-6.95-fhd-128gb8gb-memory-64-mp-camera-16mp-selfie-android-11-fingerprint-4g-nordic-secret-infinix-mpg1576527.html,IN717MP0BF5DDNAFAMZ,"Note 10 Pro - 6.95"" FHD+ (8GB RAM, 128GB ROM) Android 11 (64/8/2/2)MP + 16MP Selfie - 4G LTE - 5000mAh - Nordic Secret",200000,250000,20%,Infinix,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/182577/1.jpg?1116,208,208,,100%,5 out of 5(12)
https://www.jumia.com.ng/samsung-galaxy-m31-dual-sim-128gb-rom-6gb-ram-6.4-64mp8mp5mp5mp-32mp-camera-6000mah-black-47690414.html,SA948MP0ONJWQNAFAMZ,"Galaxy M31 Dual SIM (128GB ROM, 6GB RAM)- 6.4""- (64MP+8MP+5MP+5MP) + 32MP Camera- 6000mAh- Black",139500,145000,4%,Samsung,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/41/409674/1.jpg?2538,208,208,,91.99999999999999%,4.6 out of 5(192)
https://www.jumia.com.ng/samsung-galaxy-tab-a-8.0-2019-wifi-cellular-32gb-5100mah-4g-lte-makes-calls-gsm-sm-t295-black-45181055.html,SA948MP0WR8A2NAFAMZ,"Galaxy Tab A 8.0"" (2019, WiFi + Cellular) 32GB, 5100mAh, 4G LTE (Makes Calls) GSM SM-T295 (Black)",113900,115900,2%,Samsung,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/55/018154/1.jpg?5962,208,208,,91.99999999999999%,4.6 out of 5(51)
https://www.jumia.com.ng/tecno-spark-7p-kf7j-64gb-4gb-ram-6.8-inch-hd-android-q-go-edition-16mp-rear8mp-selfie-camera-5000mah-black-76463136.html,TE339MP11L8ERNAFAMZ,"Spark 7p (KF7J) (64GB, 4GB RAM) 6.8-Inch HD, Android Q (Go Edition) 16MP Rear+8MP Selfie Camera, 5000mAh - Black",69999,78000,10%,Tecno,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/136467/1.jpg?1443,208,208,,91.99999999999999%,4.6 out of 5(41)
https://www.jumia.com.ng/samsung-galaxy-a22-6.4-hd-super-amoled-screen-4gb64gb-storage-48822mp-camera-5000-mah-battery-4g-lte-black-78399547.html,SA948MP18EX97NAFAMZ,"Galaxy A22 - 6.4"" HD+ Super AMOLED Screen, 4GB/64GB Storage, 48/8/2/2MP Camera, 5,000 Mah Battery 4G LTE - Black",108990,129000,16%,Samsung,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/599387/1.jpg?7108,208,208,,100%,5 out of 5(10)
https://www.jumia.com.ng/samsung-samsung-galaxy-a12-6.5-48mp-camera-464gb-memory-5000mah-battery-fingerprint-4g-lte-red-81673047.html,SA948MT182VSINAFAMZ,"Samsung Galaxy A12 - 6.5"" 48MP Camera, 4/64GB Memory, 5000maH Battery, Fingerprint, 4G LTE - RED",71990,79400,9%,Samsung,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/037618/1.jpg?8127,208,208,,91.99999999999999%,4.6 out of 5(113)
https://www.jumia.com.ng/samsung-galaxy-a12-6.5-48mp-camera-4128gb-memory-5000mah-battery-fingerprint-4g-lte-red-81673045.html,SA948MT0W67OYNAFAMZ,"Galaxy A12 - 6.5"" 48MP Camera, 4/128GB Memory, 5000maH Battery, Fingerprint, 4G LTE - RED",80600,82600,2%,Samsung,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/037618/1.jpg?7536,208,208,,91.99999999999999%,4.6 out of 5(87)
https://www.jumia.com.ng/samsung-galaxy-a12-6.5-48mp-camera-464gb-memory-5000mah-battery-fingerprint-4g-lte-black-70387941.html,SA948MP08X1C3NAFAMZ,"Galaxy A12 - 6.5"" 48MP Camera, 4/64GB Memory, 5000maH Battery, Fingerprint, 4G LTE - BLACK",90900,,,Samsung,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/14/978307/1.jpg?0115,208,208,,90%,4.5 out of 5(107)
https://www.jumia.com.ng/samsung-samsung-galaxy-a12-6.5-48mp-camera-464gb-memory-5000mah-battery-fingerprint-4g-lte-black-81673046.html,SA948MT124JQQNAFAMZ,"Samsung Galaxy A12 - 6.5"" 48MP Camera, 4/64GB Memory, 5000maH Battery, Fingerprint, 4G LTE - BLACK",71990,79400,9%,Samsung,Phones & Tablets/Mobile Phones/Smartphones/Android Phones,https://ng.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/64/037618/1.jpg?8050,208,208,,91.99999999999999%,4.6 out of 5(77)
